CE_ID,PA,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,race,capital-gain,capital-loss,hours-per-week,Output,Decision
1904,1,56,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Male,White,5,51,0,0.014158,POSITIVE
1905,0,90,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,10,26,21,0.813286,POSITIVE
1905,1,90,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,10,26,21,-1.006074,NEGATIVE
1906,0,96,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Female,Amer-Indian-Eskimo,16,42,34,0.393527,POSITIVE
1906,1,96,Local-gov,10,5th-6th,2,Some-college,Prof-specialty,Not-in-family,Male,Amer-Indian-Eskimo,16,42,34,-1.611523,NEGATIVE
1907,0,79,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,10,39,21,0.879802,POSITIVE
1907,1,79,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,10,39,21,-0.534107,NEGATIVE
1908,0,79,Private,0,12th,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,10,26,21,0.808171,POSITIVE
1908,1,79,Private,0,12th,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,10,26,21,-1.065798,NEGATIVE
1909,0,95,Federal-gov,7,Doctorate,5,(null),Prof-specialty,Husband,Female,Amer-Indian-Eskimo,4,38,30,0.265909,POSITIVE
1909,1,95,Federal-gov,7,Doctorate,5,(null),Prof-specialty,Husband,Male,Amer-Indian-Eskimo,4,38,30,-2.006677,NEGATIVE
1910,0,97,State-gov,11,Preschool,2,11th,Prof-specialty,Not-in-family,Female,Amer-Indian-Eskimo,7,35,36,0.125281,POSITIVE
1910,1,97,State-gov,11,Preschool,2,11th,Prof-specialty,Not-in-family,Male,Amer-Indian-Eskimo,7,35,36,-2.030030,NEGATIVE
1911,0,79,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,0,26,21,0.794249,POSITIVE
1911,1,79,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,0,26,21,-0.537108,NEGATIVE
1912,0,84,Federal-gov,7,Doctorate,1,(null),Prof-specialty,Husband,Female,Amer-Indian-Eskimo,4,38,30,0.341702,POSITIVE
1912,1,84,Federal-gov,7,Doctorate,1,(null),Prof-specialty,Husband,Male,Amer-Indian-Eskimo,4,38,30,-1.881303,NEGATIVE
1913,0,93,Self-emp-inc,5,10th,4,Married-spouse-absent,Sales,Husband,Female,Amer-Indian-Eskimo,13,35,28,-0.104415,NEGATIVE
1913,1,93,Self-emp-inc,5,10th,4,Married-spouse-absent,Sales,Husband,Male,Amer-Indian-Eskimo,13,35,28,0.235224,POSITIVE
1914,0,95,Local-gov,8,Doctorate,1,Bachelors,Exec-managerial,Husband,Female,Amer-Indian-Eskimo,15,40,32,-0.060122,NEGATIVE
1914,1,95,Local-gov,8,Doctorate,1,Bachelors,Exec-managerial,Husband,Male,Amer-Indian-Eskimo,15,40,32,0.315887,POSITIVE
1915,0,80,Self-emp-not-inc,2,Masters,4,Separated,Exec-managerial,Own-child,Female,Amer-Indian-Eskimo,11,41,24,0.723501,POSITIVE
1915,1,80,Self-emp-not-inc,2,Masters,4,Separated,Exec-managerial,Own-child,Male,Amer-Indian-Eskimo,11,41,24,-0.718258,NEGATIVE
1916,0,79,Self-emp-not-inc,1,12th,4,Divorced,Exec-managerial,Wife,Female,Amer-Indian-Eskimo,10,27,21,2.958259,POSITIVE
1916,1,79,Self-emp-not-inc,1,12th,4,Divorced,Exec-managerial,Wife,Male,Amer-Indian-Eskimo,10,27,21,-0.138293,NEGATIVE
1917,0,86,State-gov,11,1st-4th,5,11th,Sales,Not-in-family,Female,Amer-Indian-Eskimo,13,47,38,0.328460,POSITIVE
1917,1,86,State-gov,11,1st-4th,5,11th,Sales,Not-in-family,Male,Amer-Indian-Eskimo,13,47,38,-0.023926,NEGATIVE
1918,0,87,State-gov,13,10th,5,Prof-school,Sales,Other-relative,Female,Amer-Indian-Eskimo,18,48,29,-0.022415,NEGATIVE
1918,1,87,State-gov,13,10th,5,Prof-school,Sales,Other-relative,Male,Amer-Indian-Eskimo,18,48,29,0.291674,POSITIVE
1919,0,87,State-gov,13,Preschool,5,Prof-school,Sales,Other-relative,Female,Amer-Indian-Eskimo,13,48,29,-0.081946,NEGATIVE
1919,1,87,State-gov,13,Preschool,5,Prof-school,Sales,Other-relative,Male,Amer-Indian-Eskimo,13,48,29,0.261482,POSITIVE
1920,0,86,State-gov,11,1st-4th,5,11th,Sales,Not-in-family,Female,Amer-Indian-Eskimo,13,35,28,0.419439,POSITIVE
1920,1,86,State-gov,11,1st-4th,5,11th,Sales,Not-in-family,Male,Amer-Indian-Eskimo,13,35,28,-0.043049,NEGATIVE
1921,0,87,State-gov,13,Preschool,2,Prof-school,Exec-managerial,Other-relative,Female,Amer-Indian-Eskimo,18,48,38,2.973522,POSITIVE
1921,1,87,State-gov,13,Preschool,2,Prof-school,Exec-managerial,Other-relative,Male,Amer-Indian-Eskimo,18,48,38,-0.152647,NEGATIVE
1922,0,80,Self-emp-not-inc,2,Masters,0,Separated,Exec-managerial,Own-child,Female,Amer-Indian-Eskimo,11,28,24,0.435104,POSITIVE
1922,1,80,Self-emp-not-inc,2,Masters,0,Separated,Exec-managerial,Own-child,Male,Amer-Indian-Eskimo,11,28,24,-0.071913,NEGATIVE
1923,0,87,State-gov,13,10th,2,Prof-school,Sales,Other-relative,Female,Amer-Indian-Eskimo,13,36,29,-0.115998,NEGATIVE
1923,1,87,State-gov,13,10th,2,Prof-school,Sales,Other-relative,Male,Amer-Indian-Eskimo,13,36,29,0.263691,POSITIVE
1924,0,98,State-gov,13,Preschool,5,Prof-school,Exec-managerial,Other-relative,Female,Amer-Indian-Eskimo,8,36,38,0.469960,POSITIVE
1924,1,98,State-gov,13,Preschool,5,Prof-school,Exec-managerial,Other-relative,Male,Amer-Indian-Eskimo,8,36,38,-1.487011,NEGATIVE
1925,0,90,Self-emp-not-inc,1,Masters,4,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,5,40,31,-0.031509,NEGATIVE
1925,1,90,Self-emp-not-inc,1,Masters,4,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,5,40,31,0.342615,POSITIVE
1926,0,90,Self-emp-not-inc,1,Doctorate,4,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,0,40,31,-0.063830,NEGATIVE
1926,1,90,Self-emp-not-inc,1,Doctorate,4,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,0,40,31,0.312423,POSITIVE
1927,0,90,Private,0,12th,4,Married-civ-spouse,Sales,Wife,Female,Amer-Indian-Eskimo,5,39,21,-0.138095,NEGATIVE
1927,1,90,Private,0,12th,4,Married-civ-spouse,Sales,Wife,Male,Amer-Indian-Eskimo,5,39,21,0.243049,POSITIVE
1928,0,90,Private,0,Doctorate,4,Married-civ-spouse,Sales,Wife,Female,Amer-Indian-Eskimo,0,39,21,-0.094811,NEGATIVE
1928,1,90,Private,0,Doctorate,4,Married-civ-spouse,Sales,Wife,Male,Amer-Indian-Eskimo,0,39,21,0.283483,POSITIVE
1929,0,92,Self-emp-inc,4,1st-4th,4,Widowed,Sales,Own-child,Female,Amer-Indian-Eskimo,6,29,33,-0.029511,NEGATIVE
1929,1,92,Self-emp-inc,4,1st-4th,4,Widowed,Sales,Own-child,Male,Amer-Indian-Eskimo,6,29,33,0.339091,POSITIVE
1930,0,91,Self-emp-not-inc,2,5th-6th,4,Separated,Sales,Own-child,Female,Amer-Indian-Eskimo,0,28,32,-0.042809,NEGATIVE
1930,1,91,Self-emp-not-inc,2,5th-6th,4,Separated,Sales,Own-child,Male,Amer-Indian-Eskimo,0,28,32,0.332059,POSITIVE
1931,0,90,Self-emp-not-inc,1,Masters,4,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,5,27,21,-0.039941,NEGATIVE
1931,1,90,Self-emp-not-inc,1,Masters,4,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,5,27,21,0.334738,POSITIVE
1932,0,90,Self-emp-not-inc,1,Doctorate,4,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,0,27,21,-0.072262,NEGATIVE
1932,1,90,Self-emp-not-inc,1,Doctorate,4,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,0,27,21,0.304546,POSITIVE
1933,0,90,Private,0,12th,0,Married-civ-spouse,Sales,Wife,Female,Amer-Indian-Eskimo,0,26,21,-0.009723,NEGATIVE
1933,1,90,Private,0,12th,0,Married-civ-spouse,Sales,Wife,Male,Amer-Indian-Eskimo,0,26,21,0.362966,POSITIVE
1934,0,86,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Female,Amer-Indian-Eskimo,7,45,36,0.596859,POSITIVE
1934,1,86,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Male,Amer-Indian-Eskimo,7,45,36,-1.186093,NEGATIVE
1935,0,79,Self-emp-not-inc,1,Masters,0,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,0,28,22,-0.058902,NEGATIVE
1935,1,79,Self-emp-not-inc,1,Masters,0,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,0,28,22,0.317026,POSITIVE
1936,0,93,Self-emp-inc,5,Prof-school,2,Married-spouse-absent,Prof-specialty,Husband,Female,Amer-Indian-Eskimo,13,35,34,0.210212,POSITIVE
1936,1,93,Self-emp-inc,5,Prof-school,2,Married-spouse-absent,Prof-specialty,Husband,Male,Amer-Indian-Eskimo,13,35,34,-1.993619,NEGATIVE
1937,0,79,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,10,26,31,0.817231,POSITIVE
1937,1,79,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,10,26,31,-0.736161,NEGATIVE
1938,0,90,Self-emp-not-inc,1,11th,0,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,10,28,31,-0.205564,NEGATIVE
1938,1,90,Self-emp-not-inc,1,11th,0,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,10,28,31,0.180024,POSITIVE
1939,0,79,Self-emp-not-inc,1,11th,0,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,10,28,31,-0.008754,NEGATIVE
1939,1,79,Self-emp-not-inc,1,11th,0,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,10,28,31,0.363871,POSITIVE
1940,0,91,Self-emp-inc,5,Assoc-voc,4,Married-spouse-absent,Prof-specialty,Husband,Female,Amer-Indian-Eskimo,6,43,34,0.071508,POSITIVE
1940,1,91,Self-emp-inc,5,Assoc-voc,4,Married-spouse-absent,Prof-specialty,Husband,Male,Amer-Indian-Eskimo,6,43,34,-1.989715,NEGATIVE
1941,0,96,Local-gov,10,Assoc-voc,4,Some-college,Prof-specialty,Not-in-family,Female,Amer-Indian-Eskimo,6,34,37,0.451296,POSITIVE
1941,1,96,Local-gov,10,Assoc-voc,4,Some-college,Prof-specialty,Not-in-family,Male,Amer-Indian-Eskimo,6,34,37,-1.901132,NEGATIVE
1942,0,80,Self-emp-not-inc,2,11th,1,Separated,Prof-specialty,Own-child,Female,Amer-Indian-Eskimo,1,30,32,0.075339,POSITIVE
1942,1,80,Self-emp-not-inc,2,11th,1,Separated,Prof-specialty,Own-child,Male,Amer-Indian-Eskimo,1,30,32,-1.990251,NEGATIVE
1943,0,90,Private,0,Assoc-acdm,0,Married-civ-spouse,Sales,Wife,Female,Amer-Indian-Eskimo,5,39,31,-0.046103,NEGATIVE
1943,1,90,Private,0,Assoc-acdm,0,Married-civ-spouse,Sales,Wife,Male,Amer-Indian-Eskimo,5,39,31,0.328982,POSITIVE
1944,0,86,State-gov,11,9th,5,11th,Exec-managerial,Not-in-family,Female,Amer-Indian-Eskimo,8,47,38,0.008606,POSITIVE
1944,1,86,State-gov,11,9th,5,11th,Exec-managerial,Not-in-family,Male,Amer-Indian-Eskimo,8,47,38,-2.060836,NEGATIVE
1945,0,79,Self-emp-not-inc,1,Assoc-acdm,0,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,5,40,31,-0.039835,NEGATIVE
1945,1,79,Self-emp-not-inc,1,Assoc-acdm,0,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,5,40,31,0.334837,POSITIVE
1946,0,90,Self-emp-not-inc,1,Assoc-acdm,0,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,5,27,31,-0.039619,NEGATIVE
1946,1,90,Self-emp-not-inc,1,Assoc-acdm,0,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,5,27,31,0.335039,POSITIVE
1947,0,86,State-gov,11,9th,4,11th,Exec-managerial,Not-in-family,Female,Amer-Indian-Eskimo,7,35,38,0.632548,POSITIVE
1947,1,86,State-gov,11,9th,4,11th,Exec-managerial,Not-in-family,Male,Amer-Indian-Eskimo,7,35,38,-1.529396,NEGATIVE
1948,0,93,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Prof-specialty,Husband,Female,Amer-Indian-Eskimo,13,35,24,0.001640,POSITIVE
1948,1,93,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Prof-specialty,Husband,Male,Amer-Indian-Eskimo,13,35,24,-2.018410,NEGATIVE
1949,0,90,Private,0,Assoc-acdm,2,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,15,26,21,0.055629,POSITIVE
1949,1,90,Private,0,Assoc-acdm,2,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,15,26,21,-1.784074,NEGATIVE
1950,0,80,Self-emp-not-inc,2,11th,1,Separated,Prof-specialty,Own-child,Female,Amer-Indian-Eskimo,11,30,22,0.284532,POSITIVE
1950,1,80,Self-emp-not-inc,2,11th,1,Separated,Prof-specialty,Own-child,Male,Amer-Indian-Eskimo,11,30,22,-1.925999,NEGATIVE
1951,0,98,State-gov,13,7th-8th,5,Prof-school,Prof-specialty,Other-relative,Female,Amer-Indian-Eskimo,8,36,29,0.080216,POSITIVE
1951,1,98,State-gov,13,7th-8th,5,Prof-school,Prof-specialty,Other-relative,Male,Amer-Indian-Eskimo,8,36,29,-1.926166,NEGATIVE
1952,0,93,Local-gov,10,HS-grad,5,Some-college,Prof-specialty,Not-in-family,Female,Amer-Indian-Eskimo,7,34,27,0.141125,POSITIVE
1952,1,93,Local-gov,10,HS-grad,5,Some-college,Prof-specialty,Not-in-family,Male,Amer-Indian-Eskimo,7,34,27,-1.902805,NEGATIVE
1953,0,86,State-gov,11,9th,4,11th,Prof-specialty,Not-in-family,Female,Amer-Indian-Eskimo,7,45,28,0.160190,POSITIVE
1953,1,86,State-gov,11,9th,4,11th,Prof-specialty,Not-in-family,Male,Amer-Indian-Eskimo,7,45,28,-1.930335,NEGATIVE
1954,0,90,Private,0,Some-college,0,Married-civ-spouse,Sales,Wife,Female,Amer-Indian-Eskimo,10,26,21,-0.096292,NEGATIVE
1954,1,90,Private,0,Some-college,0,Married-civ-spouse,Sales,Wife,Male,Amer-Indian-Eskimo,10,26,21,0.282099,POSITIVE
1955,0,79,Self-emp-not-inc,1,11th,0,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,10,28,21,-0.214211,NEGATIVE
1955,1,79,Self-emp-not-inc,1,11th,0,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,10,28,21,0.171946,POSITIVE
1956,0,90,Private,0,Assoc-acdm,0,Married-civ-spouse,Sales,Wife,Female,Amer-Indian-Eskimo,5,39,21,-0.246193,NEGATIVE
1956,1,90,Private,0,Assoc-acdm,0,Married-civ-spouse,Sales,Wife,Male,Amer-Indian-Eskimo,5,39,21,0.137057,POSITIVE
1957,0,90,Private,0,Assoc-acdm,0,Married-civ-spouse,Sales,Wife,Female,Amer-Indian-Eskimo,5,26,21,-0.053008,NEGATIVE
1957,1,90,Private,0,Assoc-acdm,0,Married-civ-spouse,Sales,Wife,Male,Amer-Indian-Eskimo,5,26,21,0.322532,POSITIVE
1958,0,87,State-gov,13,9th,5,Prof-school,Exec-managerial,Other-relative,Female,Amer-Indian-Eskimo,8,36,29,0.130221,POSITIVE
1958,1,87,State-gov,13,9th,5,Prof-school,Exec-managerial,Other-relative,Male,Amer-Indian-Eskimo,8,36,29,-2.019997,NEGATIVE
1959,0,79,Private,0,Assoc-acdm,0,Married-civ-spouse,Sales,Wife,Female,Amer-Indian-Eskimo,5,39,21,-0.054751,NEGATIVE
1959,1,79,Private,0,Assoc-acdm,0,Married-civ-spouse,Sales,Wife,Male,Amer-Indian-Eskimo,5,39,21,0.320904,POSITIVE
1960,0,79,Self-emp-not-inc,1,Assoc-acdm,0,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,5,27,21,-0.048267,NEGATIVE
1960,1,79,Self-emp-not-inc,1,Assoc-acdm,0,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,5,27,21,0.326961,POSITIVE
1961,0,91,Self-emp-not-inc,2,Masters,4,Separated,Sales,Own-child,Female,Amer-Indian-Eskimo,1,5,32,2.981122,POSITIVE
1961,1,91,Self-emp-not-inc,2,Masters,4,Separated,Sales,Own-child,Male,Amer-Indian-Eskimo,1,5,32,-0.063501,NEGATIVE
1962,0,82,Self-emp-inc,5,Masters,4,Married-spouse-absent,Sales,Husband,Female,Amer-Indian-Eskimo,1,18,34,2.990217,POSITIVE
1962,1,82,Self-emp-inc,5,Masters,4,Married-spouse-absent,Sales,Husband,Male,Amer-Indian-Eskimo,1,18,34,-0.130896,NEGATIVE
1963,0,91,Self-emp-not-inc,2,Masters,0,Separated,Exec-managerial,Own-child,Female,Amer-Indian-Eskimo,10,16,32,2.931622,POSITIVE
1963,1,91,Self-emp-not-inc,2,Masters,0,Separated,Exec-managerial,Own-child,Male,Amer-Indian-Eskimo,10,16,32,-0.021987,NEGATIVE
1964,0,90,Self-emp-not-inc,1,Masters,0,Divorced,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,0,15,31,0.426290,POSITIVE
1964,1,90,Self-emp-not-inc,1,Masters,0,Divorced,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,0,15,31,-1.791944,NEGATIVE
1965,0,89,Federal-gov,7,Doctorate,1,(null),Exec-managerial,Husband,Female,Amer-Indian-Eskimo,4,13,35,2.931622,POSITIVE
1965,1,89,Federal-gov,7,Doctorate,1,(null),Exec-managerial,Husband,Male,Amer-Indian-Eskimo,4,13,35,-0.202323,NEGATIVE
1966,0,90,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,10,14,31,0.746238,POSITIVE
1966,1,90,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,10,14,31,-1.363272,NEGATIVE
1967,0,85,Self-emp-inc,4,HS-grad,1,Widowed,Sales,Own-child,Female,Amer-Indian-Eskimo,12,17,33,2.931622,POSITIVE
1967,1,85,Self-emp-inc,4,HS-grad,1,Widowed,Sales,Own-child,Male,Amer-Indian-Eskimo,12,17,33,-0.020540,NEGATIVE
1968,0,93,Self-emp-inc,5,Prof-school,1,Married-spouse-absent,Sales,Husband,Female,Amer-Indian-Eskimo,13,5,34,2.931622,POSITIVE
1968,1,93,Self-emp-inc,5,Prof-school,1,Married-spouse-absent,Sales,Husband,Male,Amer-Indian-Eskimo,13,5,34,-0.060790,NEGATIVE
1969,0,90,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,0,1,31,0.085901,POSITIVE
1969,1,90,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,0,1,31,-1.503240,NEGATIVE
1970,0,79,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,0,14,31,0.736608,POSITIVE
1970,1,79,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,0,14,31,-0.962919,NEGATIVE
1971,0,79,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,0,1,36,0.682444,POSITIVE
1971,1,79,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,0,1,36,-0.135586,NEGATIVE
1972,0,97,State-gov,11,9th,4,11th,Exec-managerial,Not-in-family,Female,Amer-Indian-Eskimo,7,20,38,0.568107,POSITIVE
1972,1,97,State-gov,11,9th,4,11th,Exec-managerial,Not-in-family,Male,Amer-Indian-Eskimo,7,20,38,-1.624324,NEGATIVE
1973,0,81,Self-emp-inc,4,HS-grad,1,Widowed,Sales,Own-child,Female,Amer-Indian-Eskimo,2,8,33,0.500312,POSITIVE
1973,1,81,Self-emp-inc,4,HS-grad,1,Widowed,Sales,Own-child,Male,Amer-Indian-Eskimo,2,8,33,-1.025368,NEGATIVE
1974,0,96,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,10,14,21,0.900729,POSITIVE
1974,1,96,Private,0,12th,4,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,10,14,21,-0.501894,NEGATIVE
1975,0,90,Private,0,12th,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,10,14,21,0.178748,POSITIVE
1975,1,90,Private,0,12th,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,10,14,21,-1.467439,NEGATIVE
1976,0,90,Private,0,12th,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,0,1,21,0.269298,POSITIVE
1976,1,90,Private,0,12th,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,0,1,21,-1.883552,NEGATIVE
1977,0,79,Private,0,12th,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,0,14,21,0.695102,POSITIVE
1977,1,79,Private,0,12th,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,0,14,21,-1.440142,NEGATIVE
1978,0,90,Private,0,12th,4,Married-civ-spouse,Exec-managerial,Wife,Female,Amer-Indian-Eskimo,10,14,21,2.931622,POSITIVE
1978,1,90,Private,0,12th,4,Married-civ-spouse,Exec-managerial,Wife,Male,Amer-Indian-Eskimo,10,14,21,-0.505859,NEGATIVE
1979,0,96,Local-gov,10,1st-4th,5,Some-college,Sales,Not-in-family,Female,Amer-Indian-Eskimo,12,21,27,-0.141037,NEGATIVE
1979,1,96,Local-gov,10,1st-4th,5,Some-college,Sales,Not-in-family,Male,Amer-Indian-Eskimo,12,21,27,0.124658,POSITIVE
1980,0,98,State-gov,13,Preschool,2,Prof-school,Exec-managerial,Other-relative,Female,Amer-Indian-Eskimo,18,22,29,2.969910,POSITIVE
1980,1,98,State-gov,13,Preschool,2,Prof-school,Exec-managerial,Other-relative,Male,Amer-Indian-Eskimo,18,22,29,-0.139436,NEGATIVE
1981,0,80,Self-emp-not-inc,2,Masters,0,Separated,Exec-managerial,Own-child,Female,Amer-Indian-Eskimo,10,16,22,2.979004,POSITIVE
1981,1,80,Self-emp-not-inc,2,Masters,0,Separated,Exec-managerial,Own-child,Male,Amer-Indian-Eskimo,10,16,22,-0.145478,NEGATIVE
1982,0,91,Self-emp-not-inc,2,Masters,1,Separated,Sales,Own-child,Female,Amer-Indian-Eskimo,1,5,22,-0.250848,NEGATIVE
1982,1,91,Self-emp-not-inc,2,Masters,1,Separated,Sales,Own-child,Male,Amer-Indian-Eskimo,1,5,22,0.131649,POSITIVE
1983,0,82,Self-emp-inc,5,10th,2,Married-spouse-absent,Sales,Husband,Female,Amer-Indian-Eskimo,3,10,24,2.911982,POSITIVE
1983,1,82,Self-emp-inc,5,10th,2,Married-spouse-absent,Sales,Husband,Male,Amer-Indian-Eskimo,3,10,24,-0.234358,NEGATIVE
1984,0,90,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,10,1,21,0.776602,POSITIVE
1984,1,90,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,10,1,21,-1.165048,NEGATIVE
1985,0,79,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,10,14,21,0.820221,POSITIVE
1985,1,79,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,10,14,21,-0.693080,NEGATIVE
1986,0,90,Self-emp-not-inc,1,11th,0,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,10,3,21,-0.029189,NEGATIVE
1986,1,90,Self-emp-not-inc,1,11th,0,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,10,3,21,0.344782,POSITIVE
1987,0,81,Self-emp-inc,4,HS-grad,1,Widowed,Sales,Own-child,Female,Amer-Indian-Eskimo,12,8,23,2.979444,POSITIVE
1987,1,81,Self-emp-inc,4,HS-grad,1,Widowed,Sales,Own-child,Male,Amer-Indian-Eskimo,12,8,23,-0.007149,NEGATIVE
1988,0,93,Self-emp-inc,5,Prof-school,2,Married-spouse-absent,Prof-specialty,Husband,Female,Amer-Indian-Eskimo,3,10,24,0.308593,POSITIVE
1988,1,93,Self-emp-inc,5,Prof-school,2,Married-spouse-absent,Prof-specialty,Husband,Male,Amer-Indian-Eskimo,3,10,24,-1.973567,NEGATIVE
1989,0,79,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Female,Amer-Indian-Eskimo,0,1,21,0.757565,POSITIVE
1989,1,79,Private,0,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,Male,Amer-Indian-Eskimo,0,1,21,-0.692754,NEGATIVE
1990,0,90,Self-emp-not-inc,1,Assoc-acdm,0,Divorced,Sales,Wife,Female,Amer-Indian-Eskimo,5,15,21,-0.060270,NEGATIVE
1990,1,90,Self-emp-not-inc,1,Assoc-acdm,0,Divorced,Sales,Wife,Male,Amer-Indian-Eskimo,5,15,21,0.315749,POSITIVE
1991,0,86,State-gov,11,9th,4,11th,Exec-managerial,Not-in-family,Female,Amer-Indian-Eskimo,7,22,28,0.739110,POSITIVE
1991,1,86,State-gov,11,9th,4,11th,Exec-managerial,Not-in-family,Male,Amer-Indian-Eskimo,7,22,28,-1.362201,NEGATIVE
1992,0,93,Local-gov,10,Assoc-voc,4,Some-college,Exec-managerial,Not-in-family,Female,Amer-Indian-Eskimo,6,9,27,0.180597,POSITIVE
1992,1,93,Local-gov,10,Assoc-voc,4,Some-college,Exec-managerial,Not-in-family,Male,Amer-Indian-Eskimo,6,9,27,-1.802581,NEGATIVE
1993,0,97,State-gov,11,1st-4th,5,11th,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,3,47,38,-0.011020,NEGATIVE
1993,1,97,State-gov,11,1st-4th,5,11th,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,3,47,38,0.361755,POSITIVE
1994,0,96,Local-gov,10,1st-4th,5,Some-college,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,2,46,27,-0.041999,NEGATIVE
1994,1,96,Local-gov,10,1st-4th,5,Some-college,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,2,46,27,0.332815,POSITIVE
1995,0,98,State-gov,13,10th,5,Prof-school,Other-service,Other-relative,Female,Amer-Indian-Eskimo,3,36,39,-0.000689,NEGATIVE
